id,ACTION
499,0.836740
500,0.830663
501,0.831789
502,0.783803
503,0.829820
504,0.831236
505,0.796693
506,0.836043
507,0.834748
508,0.827755
509,0.831006
510,0.370985
511,0.826512
512,0.834507
513,0.834749
514,0.674862
515,0.832540
516,0.833166
517,0.835729
518,0.782531
519,0.756957
520,0.751772
521,0.836141
522,0.834829
523,0.834051
524,0.284467
525,0.648085
526,0.391176
527,0.834473
528,0.833306
529,0.829647
530,0.835802
531,0.812808
532,0.799720
533,0.833505
534,0.827114
535,0.833379
536,0.832078
537,0.838272
538,0.833454
539,0.831735
540,0.818061
541,0.835208
542,0.829509
543,0.744109
544,0.825793
545,0.798852
546,0.834567
547,0.632566
548,0.702353
549,0.774324
550,0.796895
551,0.826491
552,0.818538
553,0.834668
554,0.800326
555,0.835153
556,0.831484
557,0.832458
558,0.825310
559,0.828549
560,0.830346
561,0.835223
562,0.833570
563,0.835800
564,0.649486
565,0.837570
566,0.828667
567,0.824020
568,0.791966
569,0.832496
570,0.829170
571,0.436828
572,0.833222
573,0.787683
574,0.609864
575,0.838975
576,0.834364
577,0.833374
578,0.833680
579,0.782740
580,0.829176
581,0.833192
582,0.833091
583,0.835318
584,0.801373
585,0.835031
586,0.800498
587,0.813985
588,0.833785
589,0.835244
590,0.782333
591,0.795474
592,0.835843
593,0.791995
594,0.801157
595,0.836168
596,0.835487
597,0.834063
598,0.758243
599,0.826666
600,0.826645
601,0.833618
602,0.792599
603,0.838245
604,0.834742
605,0.829633
606,0.801840
607,0.833643
608,0.835117
609,0.829802
610,0.777880
611,0.833870
612,0.831063
613,0.835902
614,0.554461
615,0.835945
616,0.581537
617,0.820082
618,0.834352
619,0.832477
620,0.802432
621,0.835563
622,0.826438
623,0.831710
624,0.809587
625,0.805368
626,0.835027
627,0.833507
628,0.820894
629,0.835558
630,0.835508
631,0.835321
632,0.792703
633,0.835467
634,0.835910
635,0.815858
636,0.834596
637,0.829750
638,0.833583
639,0.792251
640,0.832273
641,0.835479
642,0.827287
643,0.829677
644,0.836709
645,0.836259
646,0.722495
647,0.834698
648,0.754965
649,0.835266
650,0.796062
651,0.833526
652,0.835109
653,0.499766
654,0.829658
655,0.782608
656,0.834518
657,0.832147
658,0.834819
659,0.835217
660,0.824974
661,0.833124
662,0.834044
663,0.834712
664,0.834389
665,0.818542
666,0.655500
667,0.823768
668,0.829458
669,0.822982
670,0.601181
671,0.796505
672,0.829740
673,0.665965
674,0.828947
675,0.827731
676,0.833685
677,0.824568
678,0.835709
679,0.834152
680,0.832901
681,0.556004
682,0.727703
683,0.835120
684,0.833679
685,0.757429
686,0.826980
687,0.832603
688,0.834918
689,0.835047
690,0.835688
691,0.837543
692,0.835544
693,0.814100
694,0.835086
695,0.798259
696,0.645227
697,0.838261
698,0.834991
699,0.835549
700,0.834009
701,0.829365
702,0.863683
703,0.827498
704,0.826120
705,0.705519
706,0.742314
707,0.776661
708,0.837996
709,0.831146
710,0.833677
711,0.639626
712,0.784168
713,0.833789
714,0.837251
715,0.832552
716,0.655474
717,0.834952
718,0.822766
719,0.834478
720,0.834152
721,0.828108
722,0.835545
723,0.831663
724,0.830353
725,0.832319
726,0.823438
727,0.835431
728,0.836425
729,0.806728
730,0.820478
731,0.821680
732,0.836036
733,0.836064
734,0.865781
735,0.765144
736,0.528812
737,0.833391
738,0.834952
739,0.830084
740,0.835365
741,0.833914
742,0.834747
743,0.833817
744,0.837385
745,0.834450
746,0.833781
747,0.831755
748,0.835079
749,0.833258
750,0.865767
751,0.835605
752,0.832219
753,0.825218
754,0.830362
755,0.833111
756,0.741238
757,0.839428
758,0.832255
759,0.815805
760,0.820247
761,0.820612
762,0.823126
763,0.821361
764,0.824596
765,0.834009
766,0.830995
767,0.832692
768,0.834319
769,0.831840
770,0.832607
771,0.837350
772,0.832823
773,0.835481
774,0.833824
775,0.828745
776,0.687820
777,0.825100
778,0.832764
779,0.835108
780,0.672545
781,0.709832
782,0.831041
783,0.836928
784,0.828470
785,0.700110
786,0.828146
787,0.836108
788,0.827803
789,0.830228
790,0.750616
791,0.832151
792,0.833926
793,0.716847
794,0.798179
795,0.835259
796,0.784812
797,0.835073
798,0.835843
799,0.830852
800,0.837568
801,0.835519
802,0.833030
803,0.787416
804,0.834867
805,0.832264
806,0.836391
807,0.820602
808,0.813789
809,0.836179
810,0.835237
811,0.832906
812,0.410211
813,0.837706
814,0.826654
815,0.760464
816,0.838148
817,0.835864
818,0.835213
819,0.833573
820,0.822613
821,0.830132
822,0.834831
823,0.837151
824,0.834433
825,0.835929
826,0.786683
827,0.835738
828,0.834029
829,0.836010
830,0.834063
831,0.711526
832,0.868005
833,0.835567
834,0.832889
835,0.835881
836,0.691214
837,0.802255
838,0.836620
839,0.811434
840,0.827264
841,0.820449
842,0.835476
843,0.834849
844,0.835327
845,0.835056
846,0.800352
847,0.835439
848,0.835978
849,0.820317
850,0.485097
851,0.836939
852,0.833030
853,0.834862
854,0.301332
855,0.830914
856,0.834370
857,0.826912
858,0.834159
859,0.830716
860,0.837586
861,0.833764
862,0.827778
863,0.835331
864,0.816047
865,0.375965
866,0.792477
867,0.833757
868,0.831696
869,0.830413
870,0.835671
871,0.832302
872,0.829311
873,0.835942
874,0.653921
875,0.834545
876,0.830774
877,0.832055
878,0.830614
879,0.833306
880,0.831358
881,0.790012
882,0.834741
883,0.835140
884,0.824053
885,0.829715
886,0.837508
887,0.791513
888,0.835546
889,0.830649
890,0.838805
891,0.837126
892,0.823375
893,0.757074
894,0.837078
895,0.834647
896,0.831308
897,0.723421
898,0.827066
899,0.787521
900,0.835515
901,0.830678
902,0.833450
903,0.833928
904,0.834630
905,0.836347
906,0.836165
907,0.837591
908,0.838797
909,0.655529
910,0.823265
911,0.711518
912,0.834053
913,0.835739
914,0.837095
915,0.830082
916,0.823651
917,0.831358
918,0.832222
919,0.835249
920,0.834048
921,0.729861
922,0.830937
923,0.685074
924,0.828067
925,0.793383
926,0.863775
927,0.834972
928,0.835752
929,0.836121
930,0.836085
931,0.835081
932,0.833683
933,0.834220
934,0.833924
935,0.823897
936,0.784748
937,0.834285
938,0.833989
939,0.832128
940,0.808238
941,0.832958
942,0.835541
943,0.526714
944,0.834693
945,0.809477
946,0.830313
947,0.832802
948,0.780172
949,0.836605
950,0.833207
951,0.835782
952,0.693859
953,0.829937
954,0.832539
955,0.801114
956,0.404068
957,0.833268
958,0.828633
959,0.556566
960,0.822574
961,0.730417
962,0.836049
963,0.832689
964,0.758553
965,0.828000
966,0.800608
967,0.834846
968,0.716886
969,0.818516
970,0.788010
971,0.834801
972,0.835815
973,0.836324
974,0.834265
975,0.829994
976,0.829201
977,0.835267
978,0.809844
979,0.811806
980,0.513188
981,0.835550
982,0.832825
983,0.838425
984,0.219571
985,0.835578
986,0.830311
987,0.838005
988,0.832513
989,0.801777
990,0.607024
991,0.534824
992,0.827023
993,0.865784
994,0.835109
995,0.833466
996,0.836795
997,0.615714
998,0.832655
999,0.832030
1000,0.836032
1001,0.836717
1002,0.820074
1003,0.816343
1004,0.831703
1005,0.824635
1006,0.819351
1007,0.833457
1008,0.834472
1009,0.835894
1010,0.833541
1011,0.835608
1012,0.804405
1013,0.834452
1014,0.831257
1015,0.835404
1016,0.838279
1017,0.464209
1018,0.832582
1019,0.825193
1020,0.835575
1021,0.835876
1022,0.758308
1023,0.827470
1024,0.831205
1025,0.732686
1026,0.809449
1027,0.834023
1028,0.820967
1029,0.834289
1030,0.833764
1031,0.830861
1032,0.837601
1033,0.835481
1034,0.833645
1035,0.835997
1036,0.837591
1037,0.827467
1038,0.832804
1039,0.796740
1040,0.833861
1041,0.834289
1042,0.833276
1043,0.422194
1044,0.743886
1045,0.772717
1046,0.832870
1047,0.835829
1048,0.834869
1049,0.576712
1050,0.837607
1051,0.834722
1052,0.832192
1053,0.836351
1054,0.786144
1055,0.834505
1056,0.826747
1057,0.830605
1058,0.835570
1059,0.834418
1060,0.834125
1061,0.828315
1062,0.800627
1063,0.827857
1064,0.828220
1065,0.837557
1066,0.834538
1067,0.833597
1068,0.705821
1069,0.825904
1070,0.836262
1071,0.617595
1072,0.835025
1073,0.719309
1074,0.791234
1075,0.835946
1076,0.834016
1077,0.830345
1078,0.833186
1079,0.832206
1080,0.768358
1081,0.838479
1082,0.835646
1083,0.833703
1084,0.835361
1085,0.816413
1086,0.838180
1087,0.821382
1088,0.834170
1089,0.833902
1090,0.835605
1091,0.830637
1092,0.836799
1093,0.834160
1094,0.834941
1095,0.838831
1096,0.835189
1097,0.863598
1098,0.834973
1099,0.832928
1100,0.833379
1101,0.794106
1102,0.831280
1103,0.838008
1104,0.711200
1105,0.835420
1106,0.836002
1107,0.836106
1108,0.833226
1109,0.835038
1110,0.835128
1111,0.835823
1112,0.833803
1113,0.835327
1114,0.761739
1115,0.766997
1116,0.768100
1117,0.822628
1118,0.788203
1119,0.724008
1120,0.825720
1121,0.833645
1122,0.529740
1123,0.790552
1124,0.832327
1125,0.835131
1126,0.831875
1127,0.835010
1128,0.835866
1129,0.835136
1130,0.835519
1131,0.790942
1132,0.823438
1133,0.836059
1134,0.837044
1135,0.637904
1136,0.834006
1137,0.835263
1138,0.835684
1139,0.837865
1140,0.802097
1141,0.833473
1142,0.828818
1143,0.835322
1144,0.831293
1145,0.833704
1146,0.838083
1147,0.831457
1148,0.832754
1149,0.835184
1150,0.835657
1151,0.837490
1152,0.835950
1153,0.865710
1154,0.583025
1155,0.838259
1156,0.835457
1157,0.824087
1158,0.752132
1159,0.833203
1160,0.809523
1161,0.834371
1162,0.834063
1163,0.821729
1164,0.834717
1165,0.865794
1166,0.828674
1167,0.833886
1168,0.834966
1169,0.823596
1170,0.814154
1171,0.833916
1172,0.834188
1173,0.835085
1174,0.750315
1175,0.802868
1176,0.833283
1177,0.835429
1178,0.834438
1179,0.836008
1180,0.710569
1181,0.621883
1182,0.665214
1183,0.828284
1184,0.829498
1185,0.835808
1186,0.830919
1187,0.831784
1188,0.452279
1189,0.831090
1190,0.833863
1191,0.834649
1192,0.835822
1193,0.835095
1194,0.832829
1195,0.837222
1196,0.762353
1197,0.833271
1198,0.835910
1199,0.837849
1200,0.835994
1201,0.832644
1202,0.834086
1203,0.834893
1204,0.832447
1205,0.834336
1206,0.831144
1207,0.829103
1208,0.836304
1209,0.725825
1210,0.825641
1211,0.833199
1212,0.831572
1213,0.764214
1214,0.828934
1215,0.837350
1216,0.815192
1217,0.828203
1218,0.834027
1219,0.800296
1220,0.799332
1221,0.834029
1222,0.830128
1223,0.835826
1224,0.824024
1225,0.835352
1226,0.831921
1227,0.832273
1228,0.833592
1229,0.832512
1230,0.836467
1231,0.834832
1232,0.834347
1233,0.838851
1234,0.832453
1235,0.829937
1236,0.834009
1237,0.832345
1238,0.824128
1239,0.835021
1240,0.784629
1241,0.830122
1242,0.831791
1243,0.832313
1244,0.839027
1245,0.801681
1246,0.743746
1247,0.831211
1248,0.837873
1249,0.818198
1250,0.836666
1251,0.791773
1252,0.771802
1253,0.835978
1254,0.834438
1255,0.836602
1256,0.837422
1257,0.760891
1258,0.832833
1259,0.833217
1260,0.804358
1261,0.835773
1262,0.800231
1263,0.834092
1264,0.831107
1265,0.834542
1266,0.833426
1267,0.836661
1268,0.834577
1269,0.832864
1270,0.837103
1271,0.831780
1272,0.836071
1273,0.831105
1274,0.807813
1275,0.835987
1276,0.834934
1277,0.823764
1278,0.830738
1279,0.835300
1280,0.830034
1281,0.836220
1282,0.766326
1283,0.766764
1284,0.831520
1285,0.835989
1286,0.836094
1287,0.548298
1288,0.827215
1289,0.688599
1290,0.835582
1291,0.833683
1292,0.829429
1293,0.835572
1294,0.827652
1295,0.836134
1296,0.829828
1297,0.835949
1298,0.832448
1299,0.819449
1300,0.572261
1301,0.793545
1302,0.788643
1303,0.834756
1304,0.833998
1305,0.808342
1306,0.835229
1307,0.837558
1308,0.834624
1309,0.801188
1310,0.831904
1311,0.799436
1312,0.802475
1313,0.687459
1314,0.799399
1315,0.863419
1316,0.835993
1317,0.833831
1318,0.834972
1319,0.835526
1320,0.726121
1321,0.775579
1322,0.838334
1323,0.838022
1324,0.837213
1325,0.836102
1326,0.829894
1327,0.603274
1328,0.799725
1329,0.835895
1330,0.834737
1331,0.835261
1332,0.831602
1333,0.715892
1334,0.828884
1335,0.570167
1336,0.833096
1337,0.835113
1338,0.835708
1339,0.626738
1340,0.834653
1341,0.830403
1342,0.832366
1343,0.834328
1344,0.832862
1345,0.835138
1346,0.833027
1347,0.835008
1348,0.729269
1349,0.833503
1350,0.836103
1351,0.815732
1352,0.829683
1353,0.762956
1354,0.834779
1355,0.828621
1356,0.833781
1357,0.778575
1358,0.714143
1359,0.263801
1360,0.567067
1361,0.829357
1362,0.834164
1363,0.835833
1364,0.819754
1365,0.837190
1366,0.828473
1367,0.835160
1368,0.833767
1369,0.834945
1370,0.724440
1371,0.834602
1372,0.792899
1373,0.754181
1374,0.832846
1375,0.838455
1376,0.827410
1377,0.835045
1378,0.833019
1379,0.828225
1380,0.832136
1381,0.836194
1382,0.827259
1383,0.834461
1384,0.836438
1385,0.830880
1386,0.833950
1387,0.826937
1388,0.775640
1389,0.833965
1390,0.836196
1391,0.299696
1392,0.823437
1393,0.716807
1394,0.833609
1395,0.694445
1396,0.826989
1397,0.833118
1398,0.835733
1399,0.816465
1400,0.830833
1401,0.835335
1402,0.836227
1403,0.834255
1404,0.834270
1405,0.831276
1406,0.833606
1407,0.818340
1408,0.834687
1409,0.789954
1410,0.834674
1411,0.794342
1412,0.833666
1413,0.528862
1414,0.648517
1415,0.830924
1416,0.821838
1417,0.818194
1418,0.831243
1419,0.836036
1420,0.831901
1421,0.834355
1422,0.832232
1423,0.828496
1424,0.834854
1425,0.832967
1426,0.831795
1427,0.837726
1428,0.831118
1429,0.385798
1430,0.831781
1431,0.827161
1432,0.834226
1433,0.322117
1434,0.617322
1435,0.798746
1436,0.831947
1437,0.830334
1438,0.833018
1439,0.766724
1440,0.831450
1441,0.815015
1442,0.835333
1443,0.835825
1444,0.835868
1445,0.835676
1446,0.838119
1447,0.830659
1448,0.831050
1449,0.835014
1450,0.830364
1451,0.831072
1452,0.835666
1453,0.838865
1454,0.817684
1455,0.827562
1456,0.812749
1457,0.833516
1458,0.835516
1459,0.837387
1460,0.800216
1461,0.837942
1462,0.352049
1463,0.835677
1464,0.465042
1465,0.835232
1466,0.835055
1467,0.829780
1468,0.802350
1469,0.825181
1470,0.824414
1471,0.830652
1472,0.792032
1473,0.829177
1474,0.838449
1475,0.837913
1476,0.834934
1477,0.819948
1478,0.835804
1479,0.834792
1480,0.833584
1481,0.835944
1482,0.694955
1483,0.828847
1484,0.796179
1485,0.832866
1486,0.833677
1487,0.824520
1488,0.755240
1489,0.836855
1490,0.789355
1491,0.838432
1492,0.828476
1493,0.797423
1494,0.806924
1495,0.828887
1496,0.835123
1497,0.833469
1498,0.833792
1499,0.835518
1500,0.836052
1501,0.834630
1502,0.694948
1503,0.830093
1504,0.829917
1505,0.835575
1506,0.820899
1507,0.833332
1508,0.821834
1509,0.835630
1510,0.834980
1511,0.832871
1512,0.835773
1513,0.833568
1514,0.830507
1515,0.695567
1516,0.787651
1517,0.592730
1518,0.827759
1519,0.836294
1520,0.835229
1521,0.800232
1522,0.830642
1523,0.813421
1524,0.814478
1525,0.865845
1526,0.833563
1527,0.830670
1528,0.831313
1529,0.830470
1530,0.835866
1531,0.833062
1532,0.834337
1533,0.834154
1534,0.836005
1535,0.838382
1536,0.822171
1537,0.834988
1538,0.835875
1539,0.798544
1540,0.837666
1541,0.835952
1542,0.828317
1543,0.790514
1544,0.834808
1545,0.838319
1546,0.833396
1547,0.829639
1548,0.834510
1549,0.835395
1550,0.834344
1551,0.834886
1552,0.833513
1553,0.835671
1554,0.834450
1555,0.829132
1556,0.834046
1557,0.826428
1558,0.834794
1559,0.832025
1560,0.801837
1561,0.831326
1562,0.735795
1563,0.545637
1564,0.832235
1565,0.826934
1566,0.831759
1567,0.833351
1568,0.811341
1569,0.832097
1570,0.830402
1571,0.769712
1572,0.834169
1573,0.303888
1574,0.836071
1575,0.794080
1576,0.830658
1577,0.834776
1578,0.805430
1579,0.836802
1580,0.517026
1581,0.838366
1582,0.831765
1583,0.827808
1584,0.835568
1585,0.832112
1586,0.830275
1587,0.826541
1588,0.835730
1589,0.835371
1590,0.835389
1591,0.833670
1592,0.838419
1593,0.832565
1594,0.831944
1595,0.205105
1596,0.781398
1597,0.834874
1598,0.832747
1599,0.366970
1600,0.827837
1601,0.830568
1602,0.829140
1603,0.829231
1604,0.832355
1605,0.828228
1606,0.837126
1607,0.776019
1608,0.651192
1609,0.822657
1610,0.608961
1611,0.835840
1612,0.831193
1613,0.834993
1614,0.768494
1615,0.835080
1616,0.833215
1617,0.466203
1618,0.830869
1619,0.835556
1620,0.735984
1621,0.821596
1622,0.771232
1623,0.830336
1624,0.834578
1625,0.834364
1626,0.835697
1627,0.347007
1628,0.683221
1629,0.835241
1630,0.828583
1631,0.836051
1632,0.828964
1633,0.784605
1634,0.829394
1635,0.831935
1636,0.834200
1637,0.833474
1638,0.828068
1639,0.752666
1640,0.832382
1641,0.836876
1642,0.590073
1643,0.836808
1644,0.834290
1645,0.773683
1646,0.832914
1647,0.829438
1648,0.834682
1649,0.830380
1650,0.829501
1651,0.731068
1652,0.836452
1653,0.836103
1654,0.837569
1655,0.801049
1656,0.832830
1657,0.832631
1658,0.833535
1659,0.746588
1660,0.837386
1661,0.838070
1662,0.833090
1663,0.822241
1664,0.835828
1665,0.821130
1666,0.828593
1667,0.829511
1668,0.837368
1669,0.833860
1670,0.835184
1671,0.670501
1672,0.825738
1673,0.828899
1674,0.834148
1675,0.414427
1676,0.584622
1677,0.801170
1678,0.830969
1679,0.835431
1680,0.837113
1681,0.834139
1682,0.824997
1683,0.835228
1684,0.831165
1685,0.835985
1686,0.836448
1687,0.831893
1688,0.834848
1689,0.834358
1690,0.833417
1691,0.800602
1692,0.838314
1693,0.835526
1694,0.709080
1695,0.837465
1696,0.862900
1697,0.829575
1698,0.806298
1699,0.830834
1700,0.834885
1701,0.831156
1702,0.836009
1703,0.788622
1704,0.828774
1705,0.813723
1706,0.818447
1707,0.838905
1708,0.832559
1709,0.835765
1710,0.838702
1711,0.834747
1712,0.830755
1713,0.578356
1714,0.834155
1715,0.800721
1716,0.837597
1717,0.661092
1718,0.263658
1719,0.834025
1720,0.820721
1721,0.833632
1722,0.802438
1723,0.833484
1724,0.835834
1725,0.831284
1726,0.834106
1727,0.836032
1728,0.835611
1729,0.831709
1730,0.833620
1731,0.786773
1732,0.809607
1733,0.833464
1734,0.826257
1735,0.835119
1736,0.758471
1737,0.835653
1738,0.834463
1739,0.835074
1740,0.835547
1741,0.735113
1742,0.866111
1743,0.836063
1744,0.816872
1745,0.834059
1746,0.835683
1747,0.817315
1748,0.817506
1749,0.835966
1750,0.828875
1751,0.831525
1752,0.834353
1753,0.836648
1754,0.837380
1755,0.819633
1756,0.833749
1757,0.835476
1758,0.829832
1759,0.835629
1760,0.832848
1761,0.528579
1762,0.778675
1763,0.834530
1764,0.834709
1765,0.830554
1766,0.828826
1767,0.837104
1768,0.443331
1769,0.720510
1770,0.830165
1771,0.828652
1772,0.836057
1773,0.825003
1774,0.829789
1775,0.865603
1776,0.779479
1777,0.825946
1778,0.825247
1779,0.835746
1780,0.793723
1781,0.824231
1782,0.623582
1783,0.830259
1784,0.832079
1785,0.835209
1786,0.831497
1787,0.815858
1788,0.800547
1789,0.791434
1790,0.836281
1791,0.580054
1792,0.833910
1793,0.833640
1794,0.694332
1795,0.830546
1796,0.808190
1797,0.796064
1798,0.833880
1799,0.835527
1800,0.835468
1801,0.834396
1802,0.835652
1803,0.832647
1804,0.835762
1805,0.723813
1806,0.750567
1807,0.837556
1808,0.834570
1809,0.835849
1810,0.833280
1811,0.835552
1812,0.835716
1813,0.426924
1814,0.686624
1815,0.825918
1816,0.836980
1817,0.797590
1818,0.834028
1819,0.805016
1820,0.834894
1821,0.834998
1822,0.834427
1823,0.824581
1824,0.631543
1825,0.838069
1826,0.831948
1827,0.834652
1828,0.818331
1829,0.836007
1830,0.817155
1831,0.835454
1832,0.835803
1833,0.802542
1834,0.831306
1835,0.792205
1836,0.835845
1837,0.835010
1838,0.771625
1839,0.833288
1840,0.832368
1841,0.793260
1842,0.832971
1843,0.834505
1844,0.809088
1845,0.834611
1846,0.798377
1847,0.833584
1848,0.834196
1849,0.832309
1850,0.835719
1851,0.828011
1852,0.835842
1853,0.694723
1854,0.834772
1855,0.818418
1856,0.835386
1857,0.834244
1858,0.390087
1859,0.836249
1860,0.717750
1861,0.801727
1862,0.838282
1863,0.820691
1864,0.826591
1865,0.831529
1866,0.833899
1867,0.833788
1868,0.833609
1869,0.817145
1870,0.810014
1871,0.835880
1872,0.828445
1873,0.365622
